"No","year","month","day","hour","season","PM_US.Post","DEWP","HUMI","PRES","TEMP","cbwd","Iws","precipitation","Iprec","date"
51808,2015,11,29,15,3,52,10,87.57,1024,12,"SW",4,,,2015-11-29
51812,2015,11,29,19,3,93,9,87.47,1025,11,"NW",4,,,2015-11-29
51816,2015,11,29,23,3,94,8,100,1026,8,"cv",0,,,2015-11-29
51820,2015,11,30,3,3,93,8,100,1025,8,"SW",1,,,2015-11-30
51824,2015,11,30,7,3,69,7,100,1025,7,"NE",3,0,0,2015-11-30
51828,2015,11,30,11,3,144,11,82.14,1025,14,"cv",1,0,0,2015-11-30
51832,2015,11,30,15,3,134,9,63.18,1023,16,"NE",3,0,0,2015-11-30
51836,2015,11,30,19,3,143,9,71.85,1023,14,"NE",15,0,0,2015-11-30
51840,2015,11,30,23,3,100,9,81.88,1024,12,"NE",26,,,2015-11-30
51844,2015,12,1,3,4,82,8,93.45,1023,9,"NE",2,0,0,2015-12-01
51848,2015,12,1,7,4,60,9,93.5,1023,10,"NE",8,0,0,2015-12-01
51852,2015,12,1,11,4,42,10,63.41,1023,17,"SE",5,0,0,2015-12-01
51856,2015,12,1,15,4,33,10,59.54,1020,18,"SE",26,,,2015-12-01
51860,2015,12,1,19,4,43,11,72.23,1020,16,"SE",46,0,0,2015-12-01
51864,2015,12,1,23,4,39,12,82.27,1019,15,"SE",60,,,2015-12-01
51868,2015,12,2,3,4,45,13,87.84,1018,15,"SE",68,,,2015-12-02
51872,2015,12,2,7,4,69,13,93.7,1020,14,"NW",8,0.8,0.9,2015-12-02
51876,2015,12,2,11,4,75,10,82.01,1021,13,"NW",30,0,0,2015-12-02
51880,2015,12,2,15,4,98,8,76.52,1019,12,"NW",58,0,0,2015-12-02
51884,2015,12,2,19,4,115,5,66.49,1022,11,"NW",82,0,0,2015-12-02
51888,2015,12,2,23,4,62,-1,49.51,1024,9,"NW",102,0,0,2015-12-02
51892,2015,12,3,3,4,61,-3,52.41,1024,6,"NW",118,,,2015-12-03
51896,2015,12,3,7,4,74,0,70.06,1025,5,"SW",7,0,0,2015-12-03
51900,2015,12,3,11,4,44,-2,37.66,1025,12,"NW",13,0,0,2015-12-03
51904,2015,12,3,15,4,37,-7,24.18,1023,13,"NW",49,0,0,2015-12-03
51908,2015,12,3,19,4,46,-6,34.05,1026,9,"NW",74,0,0,2015-12-03
51912,2015,12,3,23,4,38,-5,45.1,1029,6,"NW",93,0,0,2015-12-03
51916,2015,12,4,3,4,40,-5,51.84,1029,4,"NW",110,0,0,2015-12-04
51920,2015,12,4,7,4,42,-7,44.49,1030,4,"NW",126,0,0,2015-12-04
51924,2015,12,4,11,4,48,-7,33.74,1031,8,"NW",143,0,0,2015-12-04
51928,2015,12,4,15,4,50,-8,27.29,1029,10,"NW",163,0,0,2015-12-04
51932,2015,12,4,19,4,65,-4,45.4,1030,7,"SW",3,,,2015-12-04
51936,2015,12,4,23,4,76,-2,56.45,1029,6,"cv",0,,,2015-12-04
51940,2015,12,5,3,4,71,1,70.27,1028,6,"SW",1,,,2015-12-05
51944,2015,12,5,7,4,71,0,61.01,1028,7,"SW",1,,,2015-12-05
51948,2015,12,5,11,4,46,-4,39.63,1029,9,"SW",4,0,0,2015-12-05
51952,2015,12,5,15,4,56,2,86.79,1028,4,"NE",2,,,2015-12-05
51956,2015,12,5,19,4,74,3,93.19,1030,4,"NE",12,0.9,1.5,2015-12-05
51960,2015,12,5,23,4,63,2,93.13,1031,3,"NW",3,1.6,6.4,2015-12-05
51964,2015,12,6,3,4,63,2,93.13,1029,3,"NW",9,0,0,2015-12-06
51968,2015,12,6,7,4,71,3,93.19,1030,4,"NW",20,,,2015-12-06
51972,2015,12,6,11,4,104,3,75.67,1030,7,"NW",31,0,0,2015-12-06
51976,2015,12,6,15,4,129,3,66.05,1028,9,"NW",48,0,0,2015-12-06
51980,2015,12,6,19,4,138,4,81.2,1030,7,"SW",2,,,2015-12-06
51984,2015,12,6,23,4,145,4,86.99,1030,6,"cv",1,,,2015-12-06
51988,2015,12,7,3,4,154,3,100,1030,3,"SW",3,,,2015-12-07
51992,2015,12,7,7,4,117,3,100,1031,3,"NE",2,,,2015-12-07
51996,2015,12,7,11,4,59,6,66.71,1031,12,"NW",5,0,0,2015-12-07
52000,2015,12,7,15,4,35,4,50.92,1029,14,"NE",13,0,0,2015-12-07
52004,2015,12,7,19,4,33,5,66.49,1031,11,"NE",28,0,0,2015-12-07
52008,2015,12,7,23,4,39,4,75.84,1032,8,"NE",37,,,2015-12-07
52012,2015,12,8,3,4,33,4,93.24,1032,5,"NW",2,,,2015-12-08
52016,2015,12,8,7,4,36,3,93.19,1032,4,"NE",6,0,0,2015-12-08
52020,2015,12,8,11,4,20,5,54.62,1032,14,"NE",19,0,0,2015-12-08
52024,2015,12,8,15,4,27,5,58.29,1030,13,"NE",3,0,0,2015-12-08
52028,2015,12,8,19,4,40,6,66.71,1030,12,"NE",18,,,2015-12-08
52032,2015,12,8,23,4,48,6,71.27,1030,11,"NE",30,,,2015-12-08
52036,2015,12,9,3,4,47,6,71.27,1028,11,"NE",38,,,2015-12-09
52040,2015,12,9,7,4,38,7,71.47,1026,12,"NE",51,0,0,2015-12-09
52044,2015,12,9,11,4,36,9,67.36,1024,15,"SE",12,,,2015-12-09
52048,2015,12,9,15,4,38,12,93.65,1022,13,"cv",0,,,2015-12-09
52052,2015,12,9,19,4,36,13,100,1021,13,"NE",9,,,2015-12-09
52056,2015,12,9,23,4,19,13,100,1018,13,"NE",2,,,2015-12-09
52060,2015,12,10,3,4,18,13,100,1017,13,"NW",6,,,2015-12-10
52064,2015,12,10,7,4,38,12,100,1016,12,"NW",18,,,2015-12-10
52068,2015,12,10,11,4,42,11,93.6,1016,12,"NW",35,1,1,2015-12-10
52072,2015,12,10,15,4,67,11,93.6,1014,12,"NW",60,0.3,2.4,2015-12-10
52076,2015,12,10,19,4,57,11,93.6,1017,12,"NW",88,0,0,2015-12-10
52080,2015,12,10,23,4,26,11,93.6,1019,12,"NW",111,0.1,0.1,2015-12-10
52084,2015,12,11,3,4,38,10,93.55,1020,11,"NW",131,,,2015-12-11
52088,2015,12,11,7,4,121,9,93.5,1021,10,"NE",4,0,0,2015-12-11
52092,2015,12,11,11,4,180,7,81.61,1023,10,"NW",23,0,0,2015-12-11
52096,2015,12,11,15,4,94,5,66.49,1022,11,"NW",47,0,0,2015-12-11
52100,2015,12,11,19,4,32,3,70.67,1023,8,"NE",10,0,0,2015-12-11
52104,2015,12,11,23,4,26,2,80.92,1025,5,"NW",4,0,0,2015-12-11
52108,2015,12,12,3,4,49,2,80.92,1025,5,"NW",2,,,2015-12-12
52112,2015,12,12,7,4,57,1,86.68,1024,3,"NE",8,0,0,2015-12-12
52116,2015,12,12,11,4,51,3,57.77,1024,11,"NE",19,0,0,2015-12-12
52120,2015,12,12,15,4,56,3,54.08,1021,12,"NE",6,0,0,2015-12-12
52124,2015,12,12,19,4,47,4,66.27,1023,10,"NE",19,0,0,2015-12-12
52128,2015,12,12,23,4,51,6,81.48,1023,9,"NE",8,0,0,2015-12-12
52132,2015,12,13,3,4,51,6,93.35,1022,7,"NW",4,0,0,2015-12-13
52136,2015,12,13,7,4,44,7,93.4,1023,8,"NE",3,0,0,2015-12-13
52140,2015,12,13,11,4,61,7,81.61,1023,10,"NE",15,0,0,2015-12-13
52144,2015,12,13,15,4,74,7,87.28,1022,9,"NW",3,0.8,0.8,2015-12-13
52148,2015,12,13,19,4,78,6,87.19,1023,8,"NW",17,0,0,2015-12-13
52152,2015,12,13,23,4,81,6,87.19,1024,8,"NW",31,0.1,0.1,2015-12-13
52156,2015,12,14,3,4,98,5,81.34,1023,8,"NW",45,0,0,2015-12-14
52160,2015,12,14,7,4,121,4,81.2,1023,7,"NW",62,0,0,2015-12-14
52164,2015,12,14,11,4,101,0,49.8,1024,10,"NW",81,0,0,2015-12-14
52172,2015,12,14,19,4,204,3,70.67,1024,8,"NW",124,,,2015-12-14
52176,2015,12,14,23,4,233,4,75.84,1025,8,"NW",137,0,0,2015-12-14
52180,2015,12,15,3,4,266,1,70.27,1024,6,"NW",155,0,0,2015-12-15
52184,2015,12,15,7,4,269,1,70.27,1025,6,"NW",176,0,0,2015-12-15
52188,2015,12,15,11,4,188,-1,49.51,1026,9,"NW",194,0,0,2015-12-15
52192,2015,12,15,15,4,157,-1,46.29,1024,10,"NW",216,0,0,2015-12-15
52196,2015,12,15,19,4,198,0,56.99,1026,8,"NW",231,0,0,2015-12-15
52200,2015,12,15,23,4,202,1,65.59,1027,7,"SW",3,,,2015-12-15
52204,2015,12,16,3,4,116,-4,48.63,1027,6,"NW",18,0,0,2015-12-16
52208,2015,12,16,7,4,75,-5,51.84,1028,4,"NW",38,0,0,2015-12-16
52212,2015,12,16,11,4,24,-11,26.39,1029,7,"NW",66,0,0,2015-12-16
52216,2015,12,16,15,4,36,-11,26.39,1029,7,"NW",100,0,0,2015-12-16
52220,2015,12,16,19,4,57,-9,38.08,1031,4,"NW",125,0,0,2015-12-16
52224,2015,12,16,23,4,38,-8,47.44,1032,2,"NW",145,0,0,2015-12-16
52228,2015,12,17,3,4,46,-10,43.57,1033,1,"NW",168,0,0,2015-12-17
52232,2015,12,17,7,4,49,-9,50.68,1034,0,"NW",189,0,0,2015-12-17
52236,2015,12,17,11,4,28,-11,32.5,1035,4,"NW",218,0,0,2015-12-17
52240,2015,12,17,15,4,48,-12,27.97,1033,5,"NW",244,0,0,2015-12-17
52244,2015,12,17,19,4,57,-10,37.77,1034,3,"NW",263,0,0,2015-12-17
52248,2015,12,17,23,4,41,-8,54.8,1034,0,"NE",6,0,0,2015-12-17
52252,2015,12,18,3,4,56,-6,68.78,1034,-1,"NW",6,,,2015-12-18
52256,2015,12,18,7,4,57,-6,68.78,1035,-1,"NE",5,,,2015-12-18
52260,2015,12,18,11,4,47,-9,30.92,1036,7,"NW",10,,,2015-12-18
52264,2015,12,18,15,4,58,-4,37.05,1032,10,"SE",1,,,2015-12-18
52268,2015,12,18,19,4,48,0,61.01,1034,7,"SE",3,,,2015-12-18
52272,2015,12,18,23,4,50,1,75.32,1035,5,"NE",10,,,2015-12-18
52276,2015,12,19,3,4,43,0,86.58,1034,2,"NE",17,,,2015-12-19
52280,2015,12,19,7,4,41,1,80.78,1034,4,"NE",25,,,2015-12-19
52284,2015,12,19,11,4,26,1,50.08,1035,11,"SE",4,,,2015-12-19
52288,2015,12,19,15,4,30,3,57.77,1032,11,"NE",4,,,2015-12-19
52292,2015,12,19,19,4,43,3,61.76,1031,10,"NE",20,,,2015-12-19
52296,2015,12,19,23,4,33,4,62,1031,11,"NE",33,,,2015-12-19
52300,2015,12,20,3,4,31,7,81.61,1029,10,"NE",7,,,2015-12-20
52304,2015,12,20,7,4,34,8,87.38,1028,10,"NE",17,,,2015-12-20
52308,2015,12,20,11,4,37,10,93.55,1027,11,"NE",2,,,2015-12-20
52312,2015,12,20,15,4,54,10,100,1024,10,"NW",5,,,2015-12-20
52316,2015,12,20,19,4,72,9,93.5,1026,10,"NW",15,,,2015-12-20
52320,2015,12,20,23,4,95,7,93.4,1027,8,"NW",35,,,2015-12-20
52324,2015,12,21,3,4,136,5,93.29,1027,6,"NW",50,,,2015-12-21
52328,2015,12,21,7,4,152,4,93.24,1028,5,"NW",62,,,2015-12-21
52332,2015,12,21,11,4,187,4,75.84,1029,8,"NE",3,,,2015-12-21
52336,2015,12,21,15,4,144,4,66.27,1027,10,"NE",14,,,2015-12-21
52340,2015,12,21,19,4,116,5,76.01,1027,9,"SE",4,,,2015-12-21
52344,2015,12,21,23,4,98,5,76.01,1027,9,"NE",3,,,2015-12-21
52348,2015,12,22,3,4,88,5,87.09,1026,7,"NW",2,0,0,2015-12-22
52352,2015,12,22,7,4,80,7,87.28,1025,9,"SE",6,0,0,2015-12-22
52356,2015,12,22,11,4,67,10,76.84,1025,14,"SE",7,0,0,2015-12-22
52360,2015,12,22,15,4,69,12,82.27,1021,15,"SE",18,0,0,2015-12-22
52364,2015,12,22,19,4,98,11,82.14,1022,14,"NW",4,0.1,0.1,2015-12-22
52368,2015,12,22,23,4,139,11,87.66,1022,13,"NW",7,0,0,2015-12-22
52372,2015,12,23,3,4,266,9,93.5,1021,10,"NW",25,0,0,2015-12-23
52376,2015,12,23,7,4,257,7,87.28,1023,9,"NW",42,0,0,2015-12-23
52380,2015,12,23,11,4,239,7,87.28,1023,9,"NW",61,0,0,2015-12-23
52384,2015,12,23,15,4,202,8,81.75,1021,11,"NW",74,0,0,2015-12-23
52388,2015,12,23,19,4,136,8,87.38,1022,10,"NE",14,0,0,2015-12-23
52396,2015,12,24,3,4,36,9,93.5,1020,10,"NE",34,0,0,2015-12-24
52404,2015,12,24,11,4,62,8,81.75,1022,11,"NE",65,0,0,2015-12-24
52416,2015,12,24,23,4,138,7,93.4,1026,8,"NW",8,0.1,3.5,2015-12-24
52420,2015,12,25,3,4,225,7,93.4,1026,8,"NW",24,0,0,2015-12-25
52424,2015,12,25,7,4,181,5,93.29,1026,6,"NE",10,0,0,2015-12-25
52432,2015,12,25,15,4,145,3,61.76,1023,10,"NW",32,0,0,2015-12-25
52436,2015,12,25,19,4,141,4,75.84,1024,8,"SW",8,,,2015-12-25
52440,2015,12,25,23,4,177,4,86.99,1024,6,"SW",6,,,2015-12-25
52448,2015,12,26,7,4,100,4,100,1023,4,"SW",4,0,0,2015-12-26
52452,2015,12,26,11,4,64,6,81.48,1024,9,"SW",16,0,0,2015-12-26
52456,2015,12,26,15,4,60,2,44.2,1021,14,"SW",32,0,0,2015-12-26
52460,2015,12,26,19,4,65,3,66.05,1023,9,"SE",3,,,2015-12-26
52464,2015,12,26,23,4,75,3,75.67,1024,7,"SE",5,,,2015-12-26
52468,2015,12,27,3,4,77,4,81.2,1024,7,"cv",0,,,2015-12-27
52472,2015,12,27,7,4,96,4,81.2,1027,7,"NE",2,,,2015-12-27
52476,2015,12,27,11,4,71,7,71.47,1030,12,"NE",16,0,0,2015-12-27
52480,2015,12,27,15,4,43,5,76.01,1030,9,"NE",42,0,0,2015-12-27
52484,2015,12,27,19,4,49,3,70.67,1034,8,"NE",70,0,0,2015-12-27
52488,2015,12,27,23,4,27,1,70.27,1035,6,"NE",95,0,0,2015-12-27
52492,2015,12,28,3,4,28,0,80.63,1035,3,"NE",110,0,0,2015-12-28
52496,2015,12,28,7,4,27,0,80.63,1036,3,"NE",12,0,0,2015-12-28
52500,2015,12,28,11,4,40,-2,52.7,1037,7,"NW",6,0,0,2015-12-28
52504,2015,12,28,15,4,63,-2,52.7,1035,7,"NE",5,0,0,2015-12-28
52508,2015,12,28,19,4,56,-1,65.13,1037,5,"NE",11,0,0,2015-12-28
52512,2015,12,28,23,4,54,-2,69.64,1037,3,"NE",22,0,0,2015-12-28
52516,2015,12,29,3,4,72,-1,74.96,1035,3,"NE",2,0,0,2015-12-29
52520,2015,12,29,7,4,71,-1,74.96,1034,3,"NE",9,0,0,2015-12-29
52524,2015,12,29,11,4,57,-1,46.29,1034,10,"SE",2,0,0,2015-12-29
52528,2015,12,29,15,4,66,0,49.8,1031,10,"SE",5,0,0,2015-12-29
52532,2015,12,29,19,4,44,1,61.26,1031,8,"SE",4,0,0,2015-12-29
52536,2015,12,29,23,4,37,2,75.49,1031,6,"cv",1,,,2015-12-29
52540,2015,12,30,3,4,39,3,86.89,1030,5,"cv",0,,,2015-12-30
52544,2015,12,30,7,4,45,1,86.68,1030,3,"cv",0,,,2015-12-30
52548,2015,12,30,11,4,97,4,62,1030,11,"NW",3,0,0,2015-12-30
52552,2015,12,30,15,4,120,3,50.65,1028,13,"NW",17,0,0,2015-12-30
52556,2015,12,30,19,4,151,2,61.51,1030,9,"NW",30,,,2015-12-30
52560,2015,12,30,23,4,173,3,75.67,1032,7,"SW",2,,,2015-12-30
52564,2015,12,31,3,4,212,3,81.06,1032,6,"NW",16,0,0,2015-12-31
52568,2015,12,31,7,4,192,2,86.79,1034,4,"NW",11,0,0,2015-12-31
52572,2015,12,31,11,4,120,-1,49.51,1036,9,"NE",6,0,0,2015-12-31
52576,2015,12,31,15,4,82,-2,43.01,1034,10,"NW",5,0,0,2015-12-31
52580,2015,12,31,19,4,82,-1,65.13,1035,5,"NE",15,0,0,2015-12-31
52584,2015,12,31,23,4,77,0,70.06,1035,5,"NE",27,0,0,2015-12-31
